listing_id,host_id,property_type,room_type,city,country,accommodates,bedrooms,bathrooms,price_per_night,created_at
251,78,Apartment,Entire home,Anthonyburgh,Puerto Rico,1,1,3,56,15:54.0
252,60,Apartment,Entire home,Lake Jeremy,Rwanda,5,2,1,120,15:54.0
253,42,House,Private room,Cameronberg,Korea,1,4,1,241,15:54.0
254,168,Condo,Private room,Mendezbury,Cuba,3,4,2,146,15:54.0
255,59,Apartment,Private room,Robertsonstad,South Georgia and the South Sandwich Islands,1,3,3,286,15:54.0
256,90,House,Private room,Lake Matthewborough,Guatemala,6,3,2,141,15:54.0
257,119,Condo,Entire home,Petersonfurt,Congo,1,1,1,100,15:54.0
258,180,Condo,Entire home,North Rachelfort,Falkland Islands (Malvinas),3,2,1,137,15:54.0
259,160,House,Private room,Michaelton,France,2,3,2,118,15:54.0
260,89,Condo,Private room,Collierchester,Ethiopia,4,2,1,146,15:54.0
261,94,House,Entire home,East Anne,Bahrain,5,3,3,264,15:54.0
262,185,Apartment,Private room,Atkinsville,Korea,6,3,1,92,15:54.0
263,169,House,Private room,Stuartbury,Afghanistan,4,1,3,300,15:54.0
264,168,Condo,Private room,Shannonchester,Libyan Arab Jamahiriya,4,3,1,154,15:54.0
265,4,Apartment,Private room,Lake Dennisborough,Italy,1,2,2,224,15:54.0
266,99,Apartment,Private room,Jillbury,Kiribati,3,2,1,246,15:54.0
267,175,Apartment,Private room,New Aaron,Sao Tome and Principe,4,2,3,239,15:54.0
268,185,Apartment,Private room,Escobarport,Mayotte,2,2,1,265,15:54.0
269,93,Apartment,Private room,Evansmouth,United States of America,5,1,3,236,15:54.0
270,33,Apartment,Entire home,Jacobbury,Korea,1,3,1,142,15:54.0
271,13,House,Entire home,Jenkinsview,Serbia,6,3,3,64,15:54.0
272,195,Apartment,Entire home,North Brad,Croatia,2,1,1,147,15:54.0
273,38,Condo,Entire home,Moorefort,Malawi,6,2,1,159,15:54.0
274,72,House,Entire home,West Robertport,Macao,3,2,2,90,15:54.0
275,147,House,Entire home,Hendersonbury,Pitcairn Islands,3,3,2,263,15:54.0
276,103,House,Entire home,New Barry,Nepal,2,1,3,107,15:54.0
277,60,House,Private room,Hallmouth,Ecuador,5,1,3,222,15:54.0
278,56,Condo,Entire home,Smithchester,Faroe Islands,2,2,1,157,15:54.0
279,77,House,Private room,Morristown,Cayman Islands,5,1,1,138,15:54.0
280,111,Condo,Entire home,East Colemouth,Qatar,4,1,3,247,15:54.0
281,43,Apartment,Entire home,East Jonathantown,Andorra,1,2,2,250,15:54.0
282,15,House,Entire home,Leahborough,Mexico,1,1,3,219,15:54.0
283,103,Condo,Private room,Davilamouth,Tokelau,5,4,2,196,15:54.0
284,193,Apartment,Private room,Jofurt,French Guiana,4,4,2,175,15:54.0
285,124,House,Private room,Edwardsberg,Falkland Islands (Malvinas),2,2,3,265,15:54.0
286,84,Apartment,Entire home,Bookershire,Ireland,6,4,3,236,15:54.0
287,170,House,Private room,Port Adam,Italy,3,2,2,126,15:54.0
288,77,Condo,Private room,Villegasborough,French Southern Territories,4,2,3,148,15:54.0
289,163,Condo,Entire home,South Briantown,Guatemala,6,1,2,169,15:54.0
290,114,Condo,Entire home,Kevinville,French Southern Territories,3,1,1,299,15:54.0
291,184,Apartment,Entire home,Leblancborough,Christmas Island,1,3,2,150,15:54.0
292,117,Condo,Entire home,East Antonio,Heard Island and McDonald Islands,4,3,1,69,15:54.0
293,102,Apartment,Entire home,Port Allen,Pakistan,2,4,1,109,15:54.0
294,161,House,Entire home,West Tonyaton,Argentina,4,1,2,274,15:54.0
295,61,House,Entire home,Hansonport,Ethiopia,6,3,3,84,15:54.0
296,116,House,Entire home,East Jessica,Luxembourg,6,3,1,248,15:54.0
297,49,Condo,Entire home,Martinezport,Comoros,3,1,3,245,15:54.0
298,92,House,Entire home,Brandonfort,Bahamas,2,4,3,185,15:54.0
299,16,Apartment,Private room,Jadeview,Fiji,2,3,1,142,15:54.0
300,38,House,Entire home,Port Chaseport,Montserrat,6,4,3,160,15:54.0
301,79,House,Private room,Port Scottberg,Oman,2,1,1,176,15:54.0
302,72,Apartment,Entire home,Smithtown,Central African Republic,1,3,1,97,15:54.0
303,196,Apartment,Entire home,Port Kristina,Ghana,3,1,1,68,15:54.0
304,98,Apartment,Entire home,Jenkinsfort,American Samoa,4,1,1,228,15:54.0
305,46,House,Entire home,Joelberg,Lithuania,4,3,2,79,15:54.0
306,182,House,Entire home,Arroyoberg,Guatemala,1,1,3,129,15:54.0
307,150,House,Private room,East Kristine,Slovenia,3,1,2,242,15:54.0
308,31,House,Entire home,Port James,Mauritania,3,4,1,299,15:54.0
309,24,Apartment,Private room,North Angela,Vietnam,5,3,3,105,15:54.0
310,22,Apartment,Entire home,Westborough,Falkland Islands (Malvinas),1,3,2,132,15:54.0
311,91,Condo,Private room,Floresside,Mayotte,4,1,1,237,15:54.0
312,167,Condo,Private room,West Jamesbury,Andorra,1,3,2,152,15:54.0
313,189,Apartment,Entire home,West Christopher,India,3,2,1,100,15:54.0
314,3,House,Private room,Amandahaven,Bahamas,4,1,3,120,15:54.0
315,131,Condo,Private room,Lake Jonathantown,Lao People's Democratic Republic,1,3,2,257,15:54.0
316,170,House,Private room,Davidville,Montenegro,1,2,3,207,15:54.0
317,7,House,Entire home,Josephfort,Slovenia,3,1,1,173,15:54.0
318,147,Apartment,Entire home,Sarahside,Burundi,3,3,3,69,15:54.0
319,39,Condo,Private room,Grantburgh,Saint Helena,6,2,1,266,15:54.0
320,99,Apartment,Private room,West Paige,Portugal,4,2,1,164,15:54.0
321,112,House,Private room,Carolinefort,Kyrgyz Republic,6,3,2,202,15:54.0
322,121,Condo,Private room,Jenniferbury,Solomon Islands,3,2,2,155,15:54.0
323,51,Apartment,Private room,South Patrickside,Wallis and Futuna,5,1,2,106,15:54.0
324,52,House,Entire home,Jacquelinestad,Niger,2,2,3,62,15:54.0
325,126,Apartment,Private room,Lake Daveville,French Southern Territories,2,1,2,131,15:54.0
326,158,Apartment,Entire home,East Aliceberg,Luxembourg,3,1,2,217,15:54.0
327,144,House,Entire home,North Kenneth,Togo,5,4,1,253,15:54.0
328,169,Condo,Private room,Katelynland,Congo,6,2,2,72,15:54.0
329,167,Apartment,Entire home,Arnoldton,Western Sahara,2,3,2,284,15:54.0
330,34,Condo,Entire home,Alexandramouth,Romania,2,1,1,177,15:54.0
331,159,Apartment,Private room,Josemouth,Syrian Arab Republic,6,3,2,264,15:54.0
332,25,House,Private room,Barrettberg,Guatemala,1,3,1,63,15:54.0
333,122,House,Entire home,Rileyland,Saudi Arabia,6,1,2,196,15:54.0
334,135,House,Entire home,Port Charles,Madagascar,5,3,2,275,15:54.0
335,155,Condo,Private room,Youngport,Dominican Republic,4,3,3,119,15:54.0
336,118,Apartment,Private room,Port Jasonborough,Serbia,3,3,2,79,15:54.0
337,126,Condo,Entire home,Powelltown,South Georgia and the South Sandwich Islands,1,2,1,152,15:54.0
338,155,Condo,Entire home,South Madeline,Cocos (Keeling) Islands,6,1,3,105,15:54.0
339,194,Apartment,Entire home,Jacobstad,Bermuda,1,3,3,141,15:54.0
340,39,Apartment,Private room,East Sharonberg,Namibia,3,1,3,158,15:54.0
341,181,Apartment,Private room,Ronaldborough,Nigeria,4,4,3,273,15:54.0
342,155,Condo,Private room,Youngland,Afghanistan,5,1,2,136,15:54.0
343,109,House,Private room,Reginatown,Tokelau,2,4,3,263,15:54.0
344,117,House,Entire home,Lorishire,Antigua and Barbuda,2,3,3,51,15:54.0
345,19,Condo,Private room,Reesehaven,Lao People's Democratic Republic,5,1,1,240,15:54.0
346,173,Apartment,Private room,Sarahbury,Malta,2,1,2,135,15:54.0
347,124,Condo,Private room,Priceberg,Mauritius,5,1,2,289,15:54.0
348,174,Apartment,Private room,Port Jeremiah,United States Minor Outlying Islands,6,2,1,228,15:54.0
349,82,House,Private room,East Michael,Mayotte,1,1,3,73,15:54.0
350,98,Condo,Entire home,Cowanborough,Heard Island and McDonald Islands,3,3,1,74,15:54.0
351,182,Condo,Private room,Port Martha,Greenland,4,2,3,242,15:54.0
352,110,House,Private room,South Stacy,Philippines,2,1,1,77,15:54.0
353,17,Condo,Entire home,North Jenniferview,Bosnia and Herzegovina,4,2,1,187,15:54.0
354,122,Apartment,Private room,North Joshua,Algeria,3,3,2,220,15:54.0
355,154,Apartment,Private room,Shawtown,Suriname,1,1,1,58,15:54.0
356,199,Condo,Private room,East Kim,Argentina,6,3,2,267,15:54.0
357,182,Apartment,Private room,Petersonview,Liechtenstein,3,4,2,297,15:54.0
358,180,Condo,Entire home,Port Robertport,Denmark,3,4,3,154,15:54.0
359,62,Apartment,Private room,Benjaminland,Haiti,4,3,1,211,15:54.0
360,94,House,Private room,Boydville,Cambodia,2,4,1,72,15:54.0
361,82,Apartment,Private room,New Clairebury,Philippines,3,3,2,119,15:54.0
362,119,Condo,Private room,Wrightberg,Senegal,6,2,3,264,15:54.0
363,73,Apartment,Private room,Alexfurt,Taiwan,2,1,1,69,15:54.0
364,104,Condo,Entire home,New Robert,Grenada,2,3,1,145,15:54.0
365,175,House,Private room,Carterstad,Colombia,4,1,1,62,15:54.0
366,51,Apartment,Entire home,New Nicholas,Eritrea,1,1,1,171,15:54.0
367,30,Apartment,Private room,East Ariel,Chile,5,3,2,157,15:54.0
368,99,Apartment,Entire home,West Anthony,Iran,6,3,2,62,15:54.0
369,77,Condo,Entire home,Josephhaven,Zambia,4,4,2,190,15:54.0
370,191,House,Entire home,New Danaport,Ecuador,5,1,2,97,15:54.0
371,175,House,Private room,Davisburgh,New Zealand,4,2,1,154,15:54.0
372,60,Condo,Private room,Lake Tiffany,Czech Republic,1,1,3,107,15:54.0
373,185,Apartment,Entire home,Robertfort,Norway,1,1,3,132,15:54.0
374,88,Condo,Entire home,East Glenn,Montserrat,6,2,1,231,15:54.0
375,45,Apartment,Private room,East Chad,Indonesia,1,4,2,197,15:54.0
376,175,Apartment,Entire home,Ashleyside,Slovakia (Slovak Republic),2,2,2,130,15:54.0
377,175,Apartment,Entire home,Dunnchester,Belarus,6,3,1,140,15:54.0
378,93,Condo,Private room,Sherrystad,South Georgia and the South Sandwich Islands,5,1,2,144,15:54.0
379,78,Condo,Entire home,South Randybury,Cameroon,3,3,2,192,15:54.0
380,100,Condo,Private room,West Cassandratown,Timor-Leste,2,2,2,52,15:54.0
381,14,Condo,Entire home,Jefferyton,Malaysia,1,1,2,258,15:54.0
382,134,House,Private room,Mccartyton,Cameroon,6,1,2,275,15:54.0
383,126,House,Entire home,North Samantha,Paraguay,2,2,3,263,15:54.0
384,120,House,Private room,Powellview,Nepal,1,3,2,102,15:54.0
385,81,House,Private room,Kelliland,Guinea-Bissau,2,2,2,167,15:54.0
386,124,Condo,Entire home,Port Steven,Central African Republic,2,2,1,87,15:54.0
387,119,Condo,Private room,East Patrick,Israel,4,2,1,252,15:54.0
388,159,Apartment,Entire home,Andrewview,Oman,4,2,3,121,15:54.0
389,142,Condo,Entire home,Seanmouth,Saint Vincent and the Grenadines,3,3,2,270,15:54.0
390,3,Condo,Private room,West Samanthamouth,Rwanda,3,3,3,254,15:54.0
391,120,Apartment,Entire home,New Taylorfurt,Taiwan,1,2,2,51,15:54.0
392,43,House,Entire home,Lake Jonathanville,Tajikistan,5,2,1,150,15:54.0
393,32,Apartment,Private room,Garciaton,Haiti,1,3,3,92,15:54.0
394,198,House,Entire home,South Erik,Pakistan,1,1,1,188,15:54.0
395,146,House,Private room,Davidberg,Cook Islands,3,3,3,63,15:54.0
396,78,House,Private room,Jasonside,Falkland Islands (Malvinas),4,1,3,234,15:54.0
397,195,Condo,Entire home,New Josetown,French Southern Territories,2,4,2,50,15:54.0
398,200,Condo,Private room,East Sarah,Turks and Caicos Islands,1,2,2,281,15:54.0
399,157,Apartment,Entire home,Villegasport,Turks and Caicos Islands,1,4,2,236,15:54.0
400,58,Apartment,Entire home,Wellsberg,Denmark,6,1,1,140,15:54.0
401,147,House,Private room,Hillhaven,British Indian Ocean Territory (Chagos Archipelago),5,4,1,148,15:54.0
402,14,House,Private room,Brianaberg,Slovenia,5,4,1,231,15:54.0
403,28,Condo,Entire home,North Ronaldbury,Canada,1,4,2,120,15:54.0
404,171,House,Private room,Ariastown,Cameroon,3,2,2,264,15:54.0
405,84,Apartment,Private room,Katieberg,Mongolia,5,3,2,201,15:54.0
406,166,Condo,Entire home,Lake Cherylmouth,Swaziland,1,1,1,178,15:54.0
407,26,Apartment,Private room,Jarvisstad,Bosnia and Herzegovina,1,2,3,51,15:54.0
408,49,Condo,Private room,East Brandonburgh,Montenegro,1,1,2,196,15:54.0
409,115,Condo,Entire home,East Jasmin,Hungary,1,2,1,258,15:54.0
410,100,Apartment,Entire home,New Michaelbury,Ukraine,6,2,3,79,15:54.0
411,51,Condo,Private room,Loganville,Venezuela,3,2,2,181,15:54.0
412,190,Apartment,Entire home,Warrenmouth,Bermuda,1,1,1,275,15:54.0
413,83,House,Private room,North Aliciaberg,Central African Republic,4,1,2,67,15:54.0
414,47,Condo,Entire home,Rayville,Guinea-Bissau,5,1,3,222,15:54.0
415,36,Condo,Entire home,West Thomasmouth,Morocco,6,4,1,120,15:54.0
416,32,House,Entire home,North Tonya,Bahrain,2,4,2,285,15:54.0
417,185,Condo,Entire home,Berryberg,Saint Vincent and the Grenadines,5,4,3,217,15:54.0
418,167,Condo,Private room,East Nicholasberg,Reunion,4,3,3,225,15:54.0
419,57,House,Private room,North Michael,Gambia,6,2,3,241,15:54.0
420,10,House,Entire home,Lake Christine,Heard Island and McDonald Islands,5,4,1,179,15:54.0
421,16,Condo,Entire home,East Brandon,Solomon Islands,6,2,3,116,15:54.0
422,198,House,Private room,Lake Jessica,Guatemala,2,1,3,81,15:54.0
423,14,Apartment,Entire home,Walkerbury,Azerbaijan,3,1,1,136,15:54.0
424,169,House,Entire home,Rossmouth,Falkland Islands (Malvinas),3,1,3,224,15:54.0
425,125,Condo,Entire home,Stevenland,Spain,5,1,2,99,15:54.0
426,72,Apartment,Private room,East Nathanton,Greece,2,2,3,149,15:54.0
427,92,Apartment,Private room,New Wesleyland,Saint Vincent and the Grenadines,6,4,2,74,15:54.0
428,32,House,Private room,Saramouth,Egypt,6,1,2,264,15:54.0
429,109,Condo,Private room,Lake Nicholasmouth,Brazil,2,4,2,173,15:54.0
430,24,Apartment,Private room,Floydbury,Cote d'Ivoire,3,3,2,100,15:54.0
431,112,House,Private room,Lake Kimberly,Egypt,4,2,1,268,15:54.0
432,57,Apartment,Private room,Lake Alyssatown,Congo,4,3,3,74,15:54.0
433,137,Apartment,Entire home,Phillipsview,Fiji,6,2,1,182,15:54.0
434,33,House,Private room,East Michelleton,Cayman Islands,5,4,1,107,15:54.0
435,180,House,Entire home,Adammouth,Anguilla,6,1,2,55,15:54.0
436,136,Apartment,Entire home,New Courtneytown,Burundi,6,3,1,92,15:54.0
437,178,Condo,Entire home,Millsport,Egypt,4,3,3,197,15:54.0
438,70,Condo,Entire home,Lake Ronald,Papua New Guinea,4,2,3,115,15:54.0
439,93,House,Private room,New Aprilshire,Haiti,4,1,1,187,15:54.0
440,27,House,Entire home,Yatesberg,Guyana,4,4,2,120,15:54.0
441,126,Condo,Entire home,Foxfort,United States Virgin Islands,2,4,1,243,15:54.0
442,121,Apartment,Private room,Longberg,Tajikistan,5,4,1,189,15:54.0
443,178,Apartment,Private room,New Elizabethmouth,Fiji,6,1,2,99,15:54.0
444,26,House,Private room,New Lisa,Panama,6,4,2,259,15:54.0
445,75,Apartment,Private room,East Cherylside,Ukraine,5,1,3,213,15:54.0
446,166,Apartment,Private room,Natalieview,Bermuda,4,3,3,265,15:54.0
447,127,Apartment,Entire home,Lake Reginaldberg,Maldives,1,1,3,283,15:54.0
448,114,House,Private room,Perezmouth,Yemen,6,3,2,60,15:54.0
449,188,House,Private room,Amytown,Kyrgyz Republic,1,4,3,57,15:54.0
450,42,House,Entire home,Alyssatown,Anguilla,5,4,3,282,15:54.0
451,96,House,Private room,Kimberlyberg,Kyrgyz Republic,2,4,1,139,15:54.0
452,158,Condo,Entire home,East Kimberly,Greece,4,3,3,259,15:54.0
453,41,House,Private room,Micheleberg,French Polynesia,1,4,3,210,15:54.0
454,74,Condo,Entire home,Joelmouth,Nigeria,3,3,1,168,15:54.0
455,53,House,Entire home,New Juliastad,United States Minor Outlying Islands,3,2,1,261,15:54.0
456,14,Apartment,Entire home,Brianton,North Macedonia,5,3,1,168,15:54.0
457,118,Condo,Private room,South Dana,Hungary,1,1,3,169,15:54.0
458,136,House,Entire home,Michaelshire,Colombia,5,2,1,270,15:54.0
459,54,House,Private room,Wilsonfurt,Comoros,6,3,2,57,15:54.0
460,65,Condo,Entire home,North Janetfurt,Malawi,5,1,3,122,15:54.0
461,13,Apartment,Entire home,Sheilaview,Georgia,3,4,2,266,15:54.0
462,187,Apartment,Entire home,Greenshire,Palau,3,2,1,275,15:54.0
463,35,House,Private room,Alvaradobury,China,3,4,2,246,15:54.0
464,130,House,Entire home,Sparkschester,Isle of Man,2,4,1,60,15:54.0
465,59,House,Entire home,Mitchellchester,Singapore,3,3,3,178,15:54.0
466,41,Condo,Private room,Sanchezborough,Syrian Arab Republic,2,3,3,249,15:54.0
467,123,Condo,Entire home,Beverlyport,Nauru,2,3,1,195,15:54.0
468,135,House,Private room,Cherylborough,Comoros,6,3,3,172,15:54.0
469,64,Apartment,Entire home,Lake Mark,Mauritius,2,1,3,213,15:54.0
470,162,House,Entire home,Shannonberg,Yemen,3,3,2,249,15:54.0
471,110,House,Entire home,Boydberg,Saudi Arabia,1,1,2,132,15:54.0
472,25,Condo,Private room,Port Thomas,Croatia,6,1,2,198,15:54.0
473,50,Condo,Entire home,Lake Markberg,Falkland Islands (Malvinas),6,2,2,228,15:54.0
474,182,House,Entire home,Port Matthewshire,Bolivia,1,3,2,164,15:54.0
475,130,Condo,Entire home,Wallaceport,Barbados,3,2,3,300,15:54.0
476,30,Apartment,Entire home,Port Tyroneshire,Serbia,2,1,3,103,15:54.0
477,161,Condo,Entire home,Jordanchester,Tunisia,5,2,1,73,15:54.0
478,200,Apartment,Entire home,Johnsonside,Ghana,4,2,3,97,15:54.0
479,56,Condo,Private room,New Stephanie,Czech Republic,1,4,3,287,15:54.0
480,152,House,Entire home,New Leslie,Nauru,1,2,3,164,15:54.0
481,151,House,Private room,Kelseybury,Tonga,4,1,3,172,15:54.0
482,95,Condo,Private room,Gibbsview,Lesotho,1,1,2,248,15:54.0
483,60,House,Entire home,Alanport,Burundi,2,3,2,122,15:54.0
484,15,Apartment,Private room,Melanieborough,Pitcairn Islands,1,2,3,62,15:54.0
485,73,Condo,Entire home,West Michelle,Thailand,4,2,3,183,15:54.0
486,116,House,Entire home,Lake Mallory,Saint Helena,5,1,3,271,15:54.0
487,22,Apartment,Private room,Chadbury,Israel,3,3,1,81,15:54.0
488,64,Condo,Private room,Johntown,El Salvador,1,4,2,76,15:54.0
489,184,Condo,Entire home,Jessicamouth,Gabon,4,1,1,222,15:54.0
490,18,Apartment,Private room,West Jamietown,Cote d'Ivoire,5,3,1,270,15:54.0
491,31,House,Entire home,West Cindy,Austria,4,2,3,221,15:54.0
492,47,Condo,Entire home,Port Jorgechester,Papua New Guinea,1,4,2,165,15:54.0
493,65,Condo,Entire home,New Jack,French Polynesia,1,3,2,221,15:54.0
494,70,Apartment,Private room,Jesuschester,United Arab Emirates,3,3,1,132,15:54.0
495,44,House,Private room,Hannahport,South Africa,2,3,3,236,15:54.0
496,149,House,Private room,Toddchester,Philippines,1,2,3,238,15:54.0
497,136,Apartment,Private room,West Daniellehaven,Eritrea,2,1,3,171,15:54.0
498,73,Apartment,Private room,Yorkchester,Andorra,3,4,1,280,15:54.0
499,34,Condo,Entire home,Armstrongburgh,Georgia,2,1,1,275,15:54.0
500,81,Condo,Private room,South Amber,Saint Barthelemy,4,4,3,86,15:54.0
